transaction_id,timestamp,city,branch_code,account_no,amount,type,transaction_status
DELBR001000000,2023-09-01 00:00:00,delhi,BR001,20298825,9793.6,DEBIT,SUCCESS
DELBR001000001,2023-09-01 01:00:00,delhi,BR001,19989349,6771.01,DEBIT,SUCCESS
DELBR001000002,2023-09-01 02:00:00,delhi,BR001,10189073,8484.18,PAYMENT,SUCCESS
DELBR001000003,2023-09-01 03:00:00,delhi,BR001,60690929,3310.86,DEBIT,SUCCESS
DELBR001000004,2023-09-01 04:00:00,delhi,BR001,64745659,6797.19,PAYMENT,SUCCESS
DELBR001000005,2023-09-01 05:00:00,delhi,BR001,37504225,5982.99,PAYMENT,SUCCESS
DELBR001000006,2023-09-01 06:00:00,delhi,BR001,61417258,6071.19,CASH_OUT,SUCCESS
DELBR001000007,2023-09-01 07:00:00,delhi,BR001,89863165,6857.07,TRANSFER,SUCCESS
DELBR001000008,2023-09-01 08:00:00,delhi,BR001,17752342,5796.06,TRANSFER,SUCCESS
DELBR001000009,2023-09-01 09:00:00,delhi,BR001,97744964,4347.72,CASH_OUT,SUCCESS
DELBR001000010,2023-09-01 10:00:00,delhi,BR001,44613597,2831.63,CASH_OUT,SUCCESS
DELBR001000011,2023-09-01 11:00:00,delhi,BR001,48854533,7708.96,TRANSFER,FAILED
DELBR001000012,2023-09-01 12:00:00,delhi,BR001,34373175,2340.1,PAYMENT,SUCCESS
DELBR001000013,2023-09-01 13:00:00,delhi,BR001,13933817,6954.31,PAYMENT,SUCCESS
DELBR001000014,2023-09-01 14:00:00,delhi,BR001,89003644,2409.99,TRANSFER,SUCCESS
DELBR001000015,2023-09-01 15:00:00,delhi,BR001,69546219,6290.77,PAYMENT,SUCCESS
DELBR001000016,2023-09-01 16:00:00,delhi,BR001,27353731,7496.07,CASH_OUT,SUCCESS
DELBR001000017,2023-09-01 17:00:00,delhi,BR001,87859932,2265.27,PAYMENT,SUCCESS
DELBR001000018,2023-09-01 18:00:00,delhi,BR001,47841814,693.44,PAYMENT,FAILED
DELBR001000019,2023-09-01 19:00:00,delhi,BR001,12050053,1396.64,DEBIT,SUCCESS
DELBR001000020,2023-09-01 20:00:00,delhi,BR001,15021983,6099.37,DEBIT,SUCCESS
DELBR001000021,2023-09-01 21:00:00,delhi,BR001,11985681,8509.52,DEBIT,SUCCESS
DELBR001000022,2023-09-01 22:00:00,delhi,BR001,75586599,545.47,PAYMENT,SUCCESS
DELBR001000023,2023-09-01 23:00:00,delhi,BR001,79670777,7368.1,TRANSFER,SUCCESS
DELBR001000024,2023-09-02 00:00:00,delhi,BR001,70539487,3479.05,CASH_OUT,SUCCESS
DELBR001000025,2023-09-02 01:00:00,delhi,BR001,55278419,4837.43,PAYMENT,SUCCESS
DELBR001000026,2023-09-02 02:00:00,delhi,BR001,64594159,9295.71,TRANSFER,SUCCESS
DELBR001000027,2023-09-02 03:00:00,delhi,BR001,50180087,3386.52,PAYMENT,SUCCESS
DELBR001000028,2023-09-02 04:00:00,delhi,BR001,44443130,4706.84,CASH_OUT,SUCCESS
DELBR001000029,2023-09-02 05:00:00,delhi,BR001,78668521,235.46,PAYMENT,SUCCESS
DELBR001000030,2023-09-02 06:00:00,delhi,BR001,37397770,907.83,CASH_OUT,SUCCESS
DELBR001000031,2023-09-02 07:00:00,delhi,BR001,51252240,2660.06,PAYMENT,SUCCESS
DELBR001000032,2023-09-02 08:00:00,delhi,BR001,49492703,375.74,CASH_OUT,SUCCESS
DELBR001000033,2023-09-02 09:00:00,delhi,BR001,60877374,6350.62,PAYMENT,SUCCESS
DELBR001000034,2023-09-02 10:00:00,delhi,BR001,96566339,4321.34,CASH_OUT,SUCCESS
DELBR001000035,2023-09-02 11:00:00,delhi,BR001,75055568,5526.64,DEBIT,FAILED
DELBR001000036,2023-09-02 12:00:00,delhi,BR001,51321256,1829.01,PAYMENT,SUCCESS
DELBR001000037,2023-09-02 13:00:00,delhi,BR001,18830852,3029.73,PAYMENT,SUCCESS
DELBR001000038,2023-09-02 14:00:00,delhi,BR001,67731487,6671.86,TRANSFER,SUCCESS
DELBR001000039,2023-09-02 15:00:00,delhi,BR001,73750869,9656.5,TRANSFER,SUCCESS
DELBR001000040,2023-09-02 16:00:00,delhi,BR001,44045431,599.13,CASH_OUT,SUCCESS
DELBR001000041,2023-09-02 17:00:00,delhi,BR001,23200674,8914.8,PAYMENT,SUCCESS
DELBR001000042,2023-09-02 18:00:00,delhi,BR001,49755285,5811.12,CASH_OUT,SUCCESS
DELBR001000043,2023-09-02 19:00:00,delhi,BR001,41802560,5682.8,DEBIT,SUCCESS
DELBR001000044,2023-09-02 20:00:00,delhi,BR001,41148181,5052.76,TRANSFER,FAILED
DELBR001000045,2023-09-02 21:00:00,delhi,BR001,18796015,787.0,CASH_OUT,SUCCESS
DELBR001000046,2023-09-02 22:00:00,delhi,BR001,78412170,989.78,CASH_OUT,SUCCESS
DELBR001000047,2023-09-02 23:00:00,delhi,BR001,82598476,6049.03,TRANSFER,SUCCESS
DELBR001000048,2023-09-03 00:00:00,delhi,BR001,51999675,3475.49,PAYMENT,SUCCESS
DELBR001000049,2023-09-03 01:00:00,delhi,BR001,25599691,9180.95,CASH_OUT,SUCCESS
DELBR001000050,2023-09-03 02:00:00,delhi,BR001,23984342,4125.25,TRANSFER,SUCCESS
