transaction_id,timestamp,city,branch_code,account_no,amount,type,transaction_status
DELBR003000000,2023-09-01 00:00:00,delhi,BR003,98572022,4270.88,CASH_OUT,SUCCESS
DELBR003000001,2023-09-01 01:00:00,delhi,BR003,43357473,8404.51,TRANSFER,FAILED
DELBR003000002,2023-09-01 02:00:00,delhi,BR003,16849221,8783.49,TRANSFER,SUCCESS
DELBR003000003,2023-09-01 03:00:00,delhi,BR003,20276325,2507.48,DEBIT,SUCCESS
DELBR003000004,2023-09-01 04:00:00,delhi,BR003,86181548,5550.65,DEBIT,SUCCESS
DELBR003000005,2023-09-01 05:00:00,delhi,BR003,99469241,2005.68,TRANSFER,SUCCESS
DELBR003000006,2023-09-01 06:00:00,delhi,BR003,97695777,1108.6,TRANSFER,SUCCESS
DELBR003000007,2023-09-01 07:00:00,delhi,BR003,19851205,9120.09,TRANSFER,SUCCESS
DELBR003000008,2023-09-01 08:00:00,delhi,BR003,10270001,8223.02,DEBIT,FAILED
DELBR003000009,2023-09-01 09:00:00,delhi,BR003,57852900,7624.35,DEBIT,SUCCESS
DELBR003000010,2023-09-01 10:00:00,delhi,BR003,11399298,582.79,PAYMENT,SUCCESS
DELBR003000011,2023-09-01 11:00:00,delhi,BR003,47701845,8452.92,TRANSFER,SUCCESS
DELBR003000012,2023-09-01 12:00:00,delhi,BR003,99743189,4436.64,PAYMENT,SUCCESS
DELBR003000013,2023-09-01 13:00:00,delhi,BR003,77891273,3489.71,TRANSFER,SUCCESS
DELBR003000014,2023-09-01 14:00:00,delhi,BR003,53660866,5510.12,DEBIT,SUCCESS
DELBR003000015,2023-09-01 15:00:00,delhi,BR003,37607548,1004.4,PAYMENT,SUCCESS
DELBR003000016,2023-09-01 16:00:00,delhi,BR003,59793355,7590.8,PAYMENT,SUCCESS
DELBR003000017,2023-09-01 17:00:00,delhi,BR003,73564892,5866.11,CASH_OUT,SUCCESS
DELBR003000018,2023-09-01 18:00:00,delhi,BR003,27490607,1947.24,TRANSFER,SUCCESS
DELBR003000019,2023-09-01 19:00:00,delhi,BR003,15755536,1963.5,DEBIT,SUCCESS
DELBR003000020,2023-09-01 20:00:00,delhi,BR003,27114380,1924.06,CASH_OUT,SUCCESS
DELBR003000021,2023-09-01 21:00:00,delhi,BR003,68201463,664.32,CASH_OUT,SUCCESS
DELBR003000022,2023-09-01 22:00:00,delhi,BR003,21562817,5919.2,TRANSFER,SUCCESS
DELBR003000023,2023-09-01 23:00:00,delhi,BR003,12763779,8419.45,CASH_OUT,SUCCESS
DELBR003000024,2023-09-02 00:00:00,delhi,BR003,46412646,273.23,TRANSFER,SUCCESS
DELBR003000025,2023-09-02 01:00:00,delhi,BR003,95906960,585.15,CASH_OUT,SUCCESS
DELBR003000026,2023-09-02 02:00:00,delhi,BR003,54359378,5770.43,TRANSFER,SUCCESS
DELBR003000027,2023-09-02 03:00:00,delhi,BR003,31020996,8213.01,DEBIT,SUCCESS
DELBR003000028,2023-09-02 04:00:00,delhi,BR003,25725535,3334.72,TRANSFER,SUCCESS
DELBR003000029,2023-09-02 05:00:00,delhi,BR003,81002057,3561.18,TRANSFER,SUCCESS
DELBR003000030,2023-09-02 06:00:00,delhi,BR003,41747976,6003.83,PAYMENT,SUCCESS
DELBR003000031,2023-09-02 07:00:00,delhi,BR003,49236300,2814.71,DEBIT,FAILED
DELBR003000032,2023-09-02 08:00:00,delhi,BR003,71501716,363.42,DEBIT,SUCCESS
DELBR003000033,2023-09-02 09:00:00,delhi,BR003,78364823,7378.76,DEBIT,SUCCESS
DELBR003000034,2023-09-02 10:00:00,delhi,BR003,43099267,6293.93,CASH_OUT,SUCCESS
DELBR003000035,2023-09-02 11:00:00,delhi,BR003,83728954,5849.48,PAYMENT,SUCCESS
DELBR003000036,2023-09-02 12:00:00,delhi,BR003,61951074,7442.67,DEBIT,SUCCESS
DELBR003000037,2023-09-02 13:00:00,delhi,BR003,91121538,6784.79,CASH_OUT,SUCCESS
DELBR003000038,2023-09-02 14:00:00,delhi,BR003,39616451,2138.23,CASH_OUT,FAILED
DELBR003000039,2023-09-02 15:00:00,delhi,BR003,33782567,3589.56,CASH_OUT,SUCCESS
DELBR003000040,2023-09-02 16:00:00,delhi,BR003,28915637,1348.49,PAYMENT,SUCCESS
DELBR003000041,2023-09-02 17:00:00,delhi,BR003,74043810,1385.58,CASH_OUT,SUCCESS
DELBR003000042,2023-09-02 18:00:00,delhi,BR003,82132062,6794.34,PAYMENT,SUCCESS
DELBR003000043,2023-09-02 19:00:00,delhi,BR003,86418103,8600.14,TRANSFER,SUCCESS
