transaction_id,timestamp,city,branch_code,account_no,amount,type,transaction_status
MUMBR001000000,2023-09-01 00:00:00,mumbai,BR001,75682867,4035.96,DEBIT,SUCCESS
MUMBR001000001,2023-09-01 01:00:00,mumbai,BR001,66755036,5225.74,CASH_OUT,SUCCESS
MUMBR001000002,2023-09-01 02:00:00,mumbai,BR001,66882282,8393.33,DEBIT,SUCCESS
MUMBR001000003,2023-09-01 03:00:00,mumbai,BR001,31081788,6789.33,TRANSFER,SUCCESS
MUMBR001000004,2023-09-01 04:00:00,mumbai,BR001,23315092,7378.64,CASH_OUT,SUCCESS
MUMBR001000005,2023-09-01 05:00:00,mumbai,BR001,45788921,2169.81,DEBIT,SUCCESS
MUMBR001000006,2023-09-01 06:00:00,mumbai,BR001,36735830,5460.33,CASH_OUT,SUCCESS
MUMBR001000007,2023-09-01 07:00:00,mumbai,BR001,41632483,6988.27,TRANSFER,SUCCESS
MUMBR001000008,2023-09-01 08:00:00,mumbai,BR001,86737383,2362.65,DEBIT,SUCCESS
MUMBR001000009,2023-09-01 09:00:00,mumbai,BR001,98358551,1832.05,CASH_OUT,SUCCESS
MUMBR001000010,2023-09-01 10:00:00,mumbai,BR001,98409749,9823.47,TRANSFER,SUCCESS
MUMBR001000011,2023-09-01 11:00:00,mumbai,BR001,14981505,5214.7,CASH_OUT,SUCCESS
MUMBR001000012,2023-09-01 12:00:00,mumbai,BR001,23953367,2682.21,CASH_OUT,SUCCESS
MUMBR001000013,2023-09-01 13:00:00,mumbai,BR001,95652971,9962.91,PAYMENT,SUCCESS
MUMBR001000014,2023-09-01 14:00:00,mumbai,BR001,14521373,9657.65,PAYMENT,SUCCESS
MUMBR001000015,2023-09-01 15:00:00,mumbai,BR001,13344769,5627.11,TRANSFER,SUCCESS
MUMBR001000016,2023-09-01 16:00:00,mumbai,BR001,86893497,8838.1,PAYMENT,FAILED
MUMBR001000017,2023-09-01 17:00:00,mumbai,BR001,40349564,1968.2,TRANSFER,SUCCESS
MUMBR001000018,2023-09-01 18:00:00,mumbai,BR001,52860080,2860.83,PAYMENT,SUCCESS
MUMBR001000019,2023-09-01 19:00:00,mumbai,BR001,87751354,7033.54,CASH_OUT,SUCCESS
MUMBR001000020,2023-09-01 20:00:00,mumbai,BR001,72250665,8481.95,TRANSFER,SUCCESS
MUMBR001000021,2023-09-01 21:00:00,mumbai,BR001,76209791,8577.61,TRANSFER,SUCCESS
MUMBR001000022,2023-09-01 22:00:00,mumbai,BR001,56792155,4104.63,CASH_OUT,SUCCESS
MUMBR001000023,2023-09-01 23:00:00,mumbai,BR001,31498555,8888.92,TRANSFER,SUCCESS
MUMBR001000024,2023-09-02 00:00:00,mumbai,BR001,70221198,8524.19,TRANSFER,SUCCESS
MUMBR001000025,2023-09-02 01:00:00,mumbai,BR001,89757501,9362.79,PAYMENT,SUCCESS
MUMBR001000026,2023-09-02 02:00:00,mumbai,BR001,26861870,7874.87,TRANSFER,SUCCESS
MUMBR001000027,2023-09-02 03:00:00,mumbai,BR001,62286002,6722.98,DEBIT,FAILED
MUMBR001000028,2023-09-02 04:00:00,mumbai,BR001,42049003,5848.8,CASH_OUT,SUCCESS
MUMBR001000029,2023-09-02 05:00:00,mumbai,BR001,71136438,3785.6,PAYMENT,SUCCESS
MUMBR001000030,2023-09-02 06:00:00,mumbai,BR001,72194931,9407.32,PAYMENT,SUCCESS
MUMBR001000031,2023-09-02 07:00:00,mumbai,BR001,75285250,9739.27,DEBIT,SUCCESS
MUMBR001000032,2023-09-02 08:00:00,mumbai,BR001,79537252,2910.82,CASH_OUT,SUCCESS
MUMBR001000033,2023-09-02 09:00:00,mumbai,BR001,69248434,3123.1,CASH_OUT,SUCCESS
MUMBR001000034,2023-09-02 10:00:00,mumbai,BR001,71306900,4907.58,PAYMENT,SUCCESS
MUMBR001000035,2023-09-02 11:00:00,mumbai,BR001,65831368,4539.4,TRANSFER,SUCCESS
MUMBR001000036,2023-09-02 12:00:00,mumbai,BR001,20959014,9945.13,PAYMENT,SUCCESS
MUMBR001000037,2023-09-02 13:00:00,mumbai,BR001,66972561,1841.66,CASH_OUT,SUCCESS
MUMBR001000038,2023-09-02 14:00:00,mumbai,BR001,58900483,278.95,DEBIT,SUCCESS
MUMBR001000039,2023-09-02 15:00:00,mumbai,BR001,30193880,4989.55,PAYMENT,SUCCESS
MUMBR001000040,2023-09-02 16:00:00,mumbai,BR001,13385357,1870.34,CASH_OUT,SUCCESS
MUMBR001000041,2023-09-02 17:00:00,mumbai,BR001,54738553,3728.04,PAYMENT,SUCCESS
MUMBR001000042,2023-09-02 18:00:00,mumbai,BR001,78574553,7467.29,TRANSFER,SUCCESS
MUMBR001000043,2023-09-02 19:00:00,mumbai,BR001,26845364,7237.31,PAYMENT,SUCCESS
MUMBR001000044,2023-09-02 20:00:00,mumbai,BR001,62157313,3149.8,PAYMENT,SUCCESS
MUMBR001000045,2023-09-02 21:00:00,mumbai,BR001,21392366,5471.15,CASH_OUT,SUCCESS
MUMBR001000046,2023-09-02 22:00:00,mumbai,BR001,79778859,5137.26,CASH_OUT,SUCCESS
MUMBR001000047,2023-09-02 23:00:00,mumbai,BR001,98883975,6399.69,CASH_OUT,SUCCESS
MUMBR001000048,2023-09-03 00:00:00,mumbai,BR001,23479854,2579.57,PAYMENT,SUCCESS
MUMBR001000049,2023-09-03 01:00:00,mumbai,BR001,83506850,5939.72,TRANSFER,SUCCESS
