transaction_id,timestamp,city,branch_code,account_no,amount,type,transaction_status
BANBR001000000,2023-09-01 00:00:00,bangalore,BR001,57486626,9691.28,DEBIT,SUCCESS
BANBR001000001,2023-09-01 01:00:00,bangalore,BR001,33876708,9919.74,TRANSFER,FAILED
BANBR001000002,2023-09-01 02:00:00,bangalore,BR001,88247052,7918.64,CASH_OUT,SUCCESS
BANBR001000003,2023-09-01 03:00:00,bangalore,BR001,87316673,6668.67,CASH_OUT,SUCCESS
BANBR001000004,2023-09-01 04:00:00,bangalore,BR001,42092869,3522.73,CASH_OUT,SUCCESS
BANBR001000005,2023-09-01 05:00:00,bangalore,BR001,40261475,1796.84,PAYMENT,FAILED
BANBR001000006,2023-09-01 06:00:00,bangalore,BR001,28057496,881.91,DEBIT,SUCCESS
BANBR001000007,2023-09-01 07:00:00,bangalore,BR001,67789099,6963.64,PAYMENT,SUCCESS
BANBR001000008,2023-09-01 08:00:00,bangalore,BR001,65878459,7868.76,TRANSFER,SUCCESS
BANBR001000009,2023-09-01 09:00:00,bangalore,BR001,33904686,8281.89,DEBIT,SUCCESS
BANBR001000010,2023-09-01 10:00:00,bangalore,BR001,41138855,9146.27,PAYMENT,SUCCESS
BANBR001000011,2023-09-01 11:00:00,bangalore,BR001,63181958,8811.3,CASH_OUT,SUCCESS
BANBR001000012,2023-09-01 12:00:00,bangalore,BR001,97901869,9997.44,PAYMENT,SUCCESS
BANBR001000013,2023-09-01 13:00:00,bangalore,BR001,47282093,2516.23,CASH_OUT,SUCCESS
BANBR001000014,2023-09-01 14:00:00,bangalore,BR001,87173845,7656.75,PAYMENT,SUCCESS
BANBR001000015,2023-09-01 15:00:00,bangalore,BR001,11279372,5905.95,PAYMENT,SUCCESS
BANBR001000016,2023-09-01 16:00:00,bangalore,BR001,91281792,2686.33,PAYMENT,SUCCESS
BANBR001000017,2023-09-01 17:00:00,bangalore,BR001,82875898,9820.86,CASH_OUT,SUCCESS
BANBR001000018,2023-09-01 18:00:00,bangalore,BR001,85945874,8989.19,PAYMENT,SUCCESS
BANBR001000019,2023-09-01 19:00:00,bangalore,BR001,68434940,1372.31,DEBIT,SUCCESS
BANBR001000020,2023-09-01 20:00:00,bangalore,BR001,12449851,358.97,DEBIT,SUCCESS
BANBR001000021,2023-09-01 21:00:00,bangalore,BR001,83616416,6914.47,DEBIT,SUCCESS
BANBR001000022,2023-09-01 22:00:00,bangalore,BR001,52224873,6080.89,CASH_OUT,SUCCESS
BANBR001000023,2023-09-01 23:00:00,bangalore,BR001,45996979,9364.57,CASH_OUT,SUCCESS
BANBR001000024,2023-09-02 00:00:00,bangalore,BR001,78345832,2416.65,DEBIT,SUCCESS
BANBR001000025,2023-09-02 01:00:00,bangalore,BR001,13078882,935.44,DEBIT,SUCCESS
BANBR001000026,2023-09-02 02:00:00,bangalore,BR001,61852741,2666.23,DEBIT,SUCCESS
BANBR001000027,2023-09-02 03:00:00,bangalore,BR001,45542454,287.38,TRANSFER,SUCCESS
BANBR001000028,2023-09-02 04:00:00,bangalore,BR001,73696235,455.34,DEBIT,SUCCESS
BANBR001000029,2023-09-02 05:00:00,bangalore,BR001,67868029,9157.09,PAYMENT,SUCCESS
BANBR001000030,2023-09-02 06:00:00,bangalore,BR001,93149280,3584.96,TRANSFER,SUCCESS
BANBR001000031,2023-09-02 07:00:00,bangalore,BR001,38218511,4167.01,TRANSFER,SUCCESS
BANBR001000032,2023-09-02 08:00:00,bangalore,BR001,93382270,281.88,CASH_OUT,SUCCESS
BANBR001000033,2023-09-02 09:00:00,bangalore,BR001,80302660,2778.17,PAYMENT,SUCCESS
BANBR001000034,2023-09-02 10:00:00,bangalore,BR001,85591080,8066.79,CASH_OUT,SUCCESS
BANBR001000035,2023-09-02 11:00:00,bangalore,BR001,71377257,6193.36,CASH_OUT,SUCCESS
BANBR001000036,2023-09-02 12:00:00,bangalore,BR001,21668300,7562.43,PAYMENT,SUCCESS
BANBR001000037,2023-09-02 13:00:00,bangalore,BR001,35134254,4527.42,CASH_OUT,SUCCESS
BANBR001000038,2023-09-02 14:00:00,bangalore,BR001,36757444,3166.32,PAYMENT,SUCCESS
BANBR001000039,2023-09-02 15:00:00,bangalore,BR001,66870756,4879.82,PAYMENT,SUCCESS
BANBR001000040,2023-09-02 16:00:00,bangalore,BR001,13049307,3298.4,CASH_OUT,SUCCESS
BANBR001000041,2023-09-02 17:00:00,bangalore,BR001,56465821,8405.81,DEBIT,SUCCESS
BANBR001000042,2023-09-02 18:00:00,bangalore,BR001,37729937,3046.97,CASH_OUT,SUCCESS
BANBR001000043,2023-09-02 19:00:00,bangalore,BR001,39859883,6631.66,TRANSFER,SUCCESS
BANBR001000044,2023-09-02 20:00:00,bangalore,BR001,12801818,1456.12,CASH_OUT,SUCCESS
BANBR001000045,2023-09-02 21:00:00,bangalore,BR001,99805666,6899.98,PAYMENT,FAILED
BANBR001000046,2023-09-02 22:00:00,bangalore,BR001,97931801,9141.67,TRANSFER,SUCCESS
BANBR001000047,2023-09-02 23:00:00,bangalore,BR001,28640248,6124.97,PAYMENT,SUCCESS
BANBR001000048,2023-09-03 00:00:00,bangalore,BR001,48499046,5642.57,DEBIT,SUCCESS
BANBR001000049,2023-09-03 01:00:00,bangalore,BR001,51424699,9615.07,DEBIT,SUCCESS
BANBR001000050,2023-09-03 02:00:00,bangalore,BR001,63421457,6311.23,TRANSFER,SUCCESS
BANBR001000051,2023-09-03 03:00:00,bangalore,BR001,57967799,2669.55,DEBIT,SUCCESS
BANBR001000052,2023-09-03 04:00:00,bangalore,BR001,90572446,2994.67,DEBIT,SUCCESS
BANBR001000053,2023-09-03 05:00:00,bangalore,BR001,78487012,7082.54,CASH_OUT,SUCCESS
BANBR001000054,2023-09-03 06:00:00,bangalore,BR001,25005563,7380.82,CASH_OUT,FAILED
BANBR001000055,2023-09-03 07:00:00,bangalore,BR001,23045088,3104.61,DEBIT,SUCCESS
BANBR001000056,2023-09-03 08:00:00,bangalore,BR001,43793258,3518.91,DEBIT,SUCCESS
BANBR001000057,2023-09-03 09:00:00,bangalore,BR001,28494570,9911.46,CASH_OUT,SUCCESS
BANBR001000058,2023-09-03 10:00:00,bangalore,BR001,35916606,1109.33,DEBIT,SUCCESS
BANBR001000059,2023-09-03 11:00:00,bangalore,BR001,55844447,4105.99,DEBIT,SUCCESS
BANBR001000060,2023-09-03 12:00:00,bangalore,BR001,77590673,718.23,PAYMENT,SUCCESS
BANBR001000061,2023-09-03 13:00:00,bangalore,BR001,36400656,8228.68,DEBIT,FAILED
BANBR001000062,2023-09-03 14:00:00,bangalore,BR001,51816801,1014.22,TRANSFER,SUCCESS
BANBR001000063,2023-09-03 15:00:00,bangalore,BR001,34061606,6772.67,PAYMENT,SUCCESS
BANBR001000064,2023-09-03 16:00:00,bangalore,BR001,47921641,659.19,TRANSFER,SUCCESS
BANBR001000065,2023-09-03 17:00:00,bangalore,BR001,70726516,6761.26,DEBIT,SUCCESS
BANBR001000066,2023-09-03 18:00:00,bangalore,BR001,57204322,8446.07,CASH_OUT,SUCCESS
BANBR001000067,2023-09-03 19:00:00,bangalore,BR001,65748445,4048.33,PAYMENT,SUCCESS
BANBR001000068,2023-09-03 20:00:00,bangalore,BR001,38324386,5269.05,CASH_OUT,SUCCESS
BANBR001000069,2023-09-03 21:00:00,bangalore,BR001,84655555,4075.26,PAYMENT,SUCCESS
BANBR001000070,2023-09-03 22:00:00,bangalore,BR001,15611544,3074.84,CASH_OUT,SUCCESS
BANBR001000071,2023-09-03 23:00:00,bangalore,BR001,65701663,8052.31,PAYMENT,SUCCESS
BANBR001000072,2023-09-04 00:00:00,bangalore,BR001,12251347,2792.83,PAYMENT,SUCCESS
BANBR001000073,2023-09-04 01:00:00,bangalore,BR001,40991473,7257.14,TRANSFER,SUCCESS
BANBR001000074,2023-09-04 02:00:00,bangalore,BR001,14792030,2141.35,CASH_OUT,SUCCESS
BANBR001000075,2023-09-04 03:00:00,bangalore,BR001,90327555,2573.55,TRANSFER,SUCCESS
